2025-12-24 10:18:34.867605[INFO][DMMotor#6] zlog version: 0.1.4.dev11+g996d249
2025-12-24 10:18:34.867682[INFO][DMMotor#6] zlog_cpp version: 0.1.4.dev11+g996d249
2025-12-24 10:18:34.867697[INFO][DMMotor#6] AIRBOT Drivers: v0.1.4.dev11+g996d249
2025-12-24 10:18:35.046122[INFO][DMMotor#6]                      p_m: -0.194944
2025-12-24 10:18:35.046239[INFO][DMMotor#6]                 m_offset: 0.642738
2025-12-24 10:18:35.046274[INFO][DMMotor#6]                       k2: 1.564514
2025-12-24 10:18:35.046301[INFO][DMMotor#6]           u_phase_offset: 1998.000000
2025-12-24 10:18:35.046325[INFO][DMMotor#6]           v_phase_offset: 1988.000000
2025-12-24 10:18:35.046348[INFO][DMMotor#6]                    IQ_c1: 2500.000000
2025-12-24 10:18:35.046374[INFO][DMMotor#6]                    VL_c1: 1000.000000
2025-12-24 10:18:35.046399[INFO][DMMotor#6]                  timeout: 0
2025-12-24 10:18:35.046422[INFO][DMMotor#6]            listen_can_id: 6
2025-12-24 10:18:35.046445[INFO][DMMotor#6]          feedback_can_id: 1798
2025-12-24 10:18:35.046469[INFO][DMMotor#6]             deceleration: -2.000000
2025-12-24 10:18:35.046492[INFO][DMMotor#6]                  vel_max: 30.000000
2025-12-24 10:18:35.046532[INFO][DMMotor#6]          speed_bandwidth: 50.000000
2025-12-24 10:18:35.046556[INFO][DMMotor#6]                  inertia: 0.000022
2025-12-24 10:18:35.046578[INFO][DMMotor#6]                       k1: 0.929428
2025-12-24 10:18:35.046600[INFO][DMMotor#6]                max_speed: 600.000000
2025-12-24 10:18:35.046630[INFO][DMMotor#6]       over_current_thres: 0.800000
2025-12-24 10:18:35.046658[INFO][DMMotor#6]             k_torque_out: 0.000000
2025-12-24 10:18:35.046798[INFO][DMMotor#6]                     xout: -0.191748
2025-12-24 10:18:35.046834[INFO][DMMotor#6]       over_voltage_thres: 32.000000
2025-12-24 10:18:35.046904[INFO][DMMotor#6]             acceleration: 2.000000
2025-12-24 10:18:35.046988[INFO][DMMotor#6]                     deta: 4.000000
2025-12-24 10:18:35.047015[INFO][DMMotor#6]      under_voltage_thres: 15.000000
2025-12-24 10:18:35.047039[INFO][DMMotor#6]         hardware_version: 300V
2025-12-24 10:18:35.047064[INFO][DMMotor#6]             control_mode: 4
2025-12-24 10:18:35.047088[INFO][DMMotor#6]              kp_position: 54.000000
2025-12-24 10:18:35.047110[INFO][DMMotor#6]               fw_version: 5015
2025-12-24 10:18:35.047134[INFO][DMMotor#6]                 damp_eff: 0.000358
2025-12-24 10:18:35.047157[INFO][DMMotor#6]                 ki_speed: 0.039270
2025-12-24 10:18:35.047186[INFO][DMMotor#6]           gear_ratio_eff: 1.000000
2025-12-24 10:18:35.047210[INFO][DMMotor#6]         phase_resistance: 0.943572
2025-12-24 10:18:35.047248[INFO][DMMotor#6]         phase_inductance: 0.000376
2025-12-24 10:18:35.047275[INFO][DMMotor#6]             flux_linkage: 0.005216
2025-12-24 10:18:35.047297[INFO][DMMotor#6]               gear_ratio: 10.000000
2025-12-24 10:18:35.047319[INFO][DMMotor#6]              i_bandwidth: 1000.000000
2025-12-24 10:18:35.047340[INFO][DMMotor#6]             can_baudrate: 4
2025-12-24 10:18:35.047363[INFO][DMMotor#6]                  pos_max: 12.500000
2025-12-24 10:18:35.047385[INFO][DMMotor#6]          over_temp_thres: 100.000000
2025-12-24 10:18:35.047406[INFO][DMMotor#6]               torque_max: 10.000000
2025-12-24 10:18:35.047429[INFO][DMMotor#6]                direction: 1.000000
2025-12-24 10:18:35.047450[INFO][DMMotor#6]              ki_position: 0.000000
2025-12-24 10:18:35.047471[INFO][DMMotor#6]     number_of_pole_pairs: 14
2025-12-24 10:18:35.047497[INFO][DMMotor#6]                 kp_speed: 0.003879
2025-12-24 10:19:34.540607[INFO][DMMotor#6] zlog version: 0.1.4.dev11+g996d249
2025-12-24 10:19:34.540631[INFO][DMMotor#6] zlog_cpp version: 0.1.4.dev11+g996d249
2025-12-24 10:19:34.540648[INFO][DMMotor#6] AIRBOT Drivers: v0.1.4.dev11+g996d249
2025-12-24 10:19:34.718892[INFO][DMMotor#6]                      p_m: -0.194830
2025-12-24 10:19:34.718997[INFO][DMMotor#6]                 m_offset: 0.642738
2025-12-24 10:19:34.719030[INFO][DMMotor#6]                       k2: 1.564514
2025-12-24 10:19:34.719085[INFO][DMMotor#6]           u_phase_offset: 1998.000000
2025-12-24 10:19:34.719116[INFO][DMMotor#6]           v_phase_offset: 1988.000000
2025-12-24 10:19:34.719144[INFO][DMMotor#6]                    IQ_c1: 2500.000000
2025-12-24 10:19:34.719173[INFO][DMMotor#6]                    VL_c1: 1000.000000
2025-12-24 10:19:34.719208[INFO][DMMotor#6]                  timeout: 0
