2025-12-24 10:18:34.688471[INFO][DMMotor#5] zlog version: 0.1.4.dev11+g996d249
2025-12-24 10:18:34.688623[INFO][DMMotor#5] zlog_cpp version: 0.1.4.dev11+g996d249
2025-12-24 10:18:34.688644[INFO][DMMotor#5] AIRBOT Drivers: v0.1.4.dev11+g996d249
2025-12-24 10:18:34.866611[INFO][DMMotor#5]                      p_m: 1.204326
2025-12-24 10:18:34.866701[INFO][DMMotor#5]                 m_offset: -0.526155
2025-12-24 10:18:34.866721[INFO][DMMotor#5]                       k2: 1.572025
2025-12-24 10:18:34.866741[INFO][DMMotor#5]           u_phase_offset: 2104.500000
2025-12-24 10:18:34.866760[INFO][DMMotor#5]           v_phase_offset: 2107.000000
2025-12-24 10:18:34.866778[INFO][DMMotor#5]                    IQ_c1: 2500.000000
2025-12-24 10:18:34.866799[INFO][DMMotor#5]                    VL_c1: 1000.000000
2025-12-24 10:18:34.866819[INFO][DMMotor#5]                  timeout: 0
2025-12-24 10:18:34.866839[INFO][DMMotor#5]            listen_can_id: 5
2025-12-24 10:18:34.866859[INFO][DMMotor#5]          feedback_can_id: 1797
2025-12-24 10:18:34.866898[INFO][DMMotor#5]             deceleration: -2.000000
2025-12-24 10:18:34.866921[INFO][DMMotor#5]                  vel_max: 30.000000
2025-12-24 10:18:34.866940[INFO][DMMotor#5]          speed_bandwidth: 50.000000
2025-12-24 10:18:34.866961[INFO][DMMotor#5]                  inertia: 0.000022
2025-12-24 10:18:34.866980[INFO][DMMotor#5]                       k1: 0.937966
2025-12-24 10:18:34.867000[INFO][DMMotor#5]                max_speed: 600.000000
2025-12-24 10:18:34.867020[INFO][DMMotor#5]       over_current_thres: 0.800000
2025-12-24 10:18:34.867039[INFO][DMMotor#5]             k_torque_out: 0.000000
2025-12-24 10:18:34.867058[INFO][DMMotor#5]                     xout: 1.196505
2025-12-24 10:18:34.867077[INFO][DMMotor#5]       over_voltage_thres: 32.000000
2025-12-24 10:18:34.867096[INFO][DMMotor#5]             acceleration: 2.000000
2025-12-24 10:18:34.867115[INFO][DMMotor#5]                     deta: 4.000000
2025-12-24 10:18:34.867135[INFO][DMMotor#5]      under_voltage_thres: 15.000000
2025-12-24 10:18:34.867155[INFO][DMMotor#5]         hardware_version: 300V
2025-12-24 10:18:34.867174[INFO][DMMotor#5]             control_mode: 4
2025-12-24 10:18:34.867193[INFO][DMMotor#5]              kp_position: 54.000000
2025-12-24 10:18:34.867212[INFO][DMMotor#5]               fw_version: 5015
2025-12-24 10:18:34.867247[INFO][DMMotor#5]                 damp_eff: 0.000312
2025-12-24 10:18:34.867268[INFO][DMMotor#5]                 ki_speed: 0.039270
2025-12-24 10:18:34.867288[INFO][DMMotor#5]           gear_ratio_eff: 1.000000
2025-12-24 10:18:34.867316[INFO][DMMotor#5]         phase_resistance: 0.891103
2025-12-24 10:18:34.867335[INFO][DMMotor#5]         phase_inductance: 0.000363
2025-12-24 10:18:34.867354[INFO][DMMotor#5]             flux_linkage: 0.005197
2025-12-24 10:18:34.867375[INFO][DMMotor#5]               gear_ratio: 10.000000
2025-12-24 10:18:34.867394[INFO][DMMotor#5]              i_bandwidth: 1000.000000
2025-12-24 10:18:34.867413[INFO][DMMotor#5]             can_baudrate: 4
2025-12-24 10:18:34.867432[INFO][DMMotor#5]                  pos_max: 12.500000
2025-12-24 10:18:34.867452[INFO][DMMotor#5]          over_temp_thres: 100.000000
2025-12-24 10:18:34.867471[INFO][DMMotor#5]               torque_max: 10.000000
2025-12-24 10:18:34.867490[INFO][DMMotor#5]                direction: 1.000000
2025-12-24 10:18:34.867509[INFO][DMMotor#5]              ki_position: 0.000000
2025-12-24 10:18:34.867528[INFO][DMMotor#5]     number_of_pole_pairs: 14
2025-12-24 10:18:34.867549[INFO][DMMotor#5]                 kp_speed: 0.003880
2025-12-24 10:19:34.360798[INFO][DMMotor#5] zlog version: 0.1.4.dev11+g996d249
2025-12-24 10:19:34.360941[INFO][DMMotor#5] zlog_cpp version: 0.1.4.dev11+g996d249
2025-12-24 10:19:34.360983[INFO][DMMotor#5] AIRBOT Drivers: v0.1.4.dev11+g996d249
2025-12-24 10:19:34.539096[INFO][DMMotor#5]                      p_m: 1.208039
2025-12-24 10:19:34.539162[INFO][DMMotor#5]                 m_offset: -0.526155
2025-12-24 10:19:34.539184[INFO][DMMotor#5]                       k2: 1.572025
2025-12-24 10:19:34.539217[INFO][DMMotor#5]           u_phase_offset: 2104.500000
2025-12-24 10:19:34.539248[INFO][DMMotor#5]           v_phase_offset: 2107.000000
2025-12-24 10:19:34.539406[INFO][DMMotor#5]                    IQ_c1: 2500.000000
2025-12-24 10:19:34.539494[INFO][DMMotor#5]                    VL_c1: 1000.000000
2025-12-24 10:19:34.539530[INFO][DMMotor#5]                  timeout: 0
2025-12-24 10:19:34.539558[INFO][DMMotor#5]            listen_can_id: 5
2025-12-24 10:19:34.539602[INFO][DMMotor#5]          feedback_can_id: 1797
2025-12-24 10:19:34.539632[INFO][DMMotor#5]             deceleration: -2.000000
2025-12-24 10:19:34.539662[INFO][DMMotor#5]                  vel_max: 30.000000
2025-12-24 10:19:34.539690[INFO][DMMotor#5]          speed_bandwidth: 50.000000
2025-12-24 10:19:34.539720[INFO][DMMotor#5]                  inertia: 0.000022
2025-12-24 10:19:34.539750[INFO][DMMotor#5]                       k1: 0.937966
2025-12-24 10:19:34.539780[INFO][DMMotor#5]                max_speed: 600.000000
2025-12-24 10:19:34.539808[INFO][DMMotor#5]       over_current_thres: 0.800000
2025-12-24 10:19:34.539837[INFO][DMMotor#5]             k_torque_out: 0.000000
2025-12-24 10:19:34.539868[INFO][DMMotor#5]                     xout: 1.202641
2025-12-24 10:19:34.539896[INFO][DMMotor#5]       over_voltage_thres: 32.000000
2025-12-24 10:19:34.539924[INFO][DMMotor#5]             acceleration: 2.000000
2025-12-24 10:19:34.539952[INFO][DMMotor#5]                     deta: 4.000000
2025-12-24 10:19:34.539981[INFO][DMMotor#5]      under_voltage_thres: 15.000000
2025-12-24 10:19:34.540008[INFO][DMMotor#5]         hardware_version: 300V
2025-12-24 10:19:34.540035[INFO][DMMotor#5]             control_mode: 4
2025-12-24 10:19:34.540064[INFO][DMMotor#5]              kp_position: 54.000000
2025-12-24 10:19:34.540090[INFO][DMMotor#5]               fw_version: 5015
2025-12-24 10:19:34.540118[INFO][DMMotor#5]                 damp_eff: 0.000312
2025-12-24 10:19:34.540146[INFO][DMMotor#5]                 ki_speed: 0.039270
2025-12-24 10:19:34.540179[INFO][DMMotor#5]           gear_ratio_eff: 1.000000
2025-12-24 10:19:34.540206[INFO][DMMotor#5]         phase_resistance: 0.891103
2025-12-24 10:19:34.540251[INFO][DMMotor#5]         phase_inductance: 0.000363
